texts;coherence_results;consistency_results;relevance_results;fluency_results;comments
<br><br> Randolph: Honey <br><br> Randolph: Are you still in the pharmacy? <br><br> Maya: Yes <br><br> Randolph: Buy me some earplugs please <br><br> Maya: How many pairs? <br><br> Randolph: 4 or 5 packs <br><br> Maya: I'll get you 5 <br><br> Randolph: Thanks darling <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Maya will buy 5 pairs of earplugs for Randolph .;4;5;5;5;Any comments?
<br><br> Randolph: Honey <br><br> Randolph: Are you still in the pharmacy? <br><br> Maya: Yes <br><br> Randolph: Buy me some earplugs please <br><br> Maya: How many pairs? <br><br> Randolph: 4 or 5 packs <br><br> Maya: I'll get you 5 <br><br> Randolph: Thanks darling <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Maya will buy earplugs for Randolph in the pharmacy.;4;5;4;5;Any comments?
<br><br> Randolph: Honey <br><br> Randolph: Are you still in the pharmacy? <br><br> Maya: Yes <br><br> Randolph: Buy me some earplugs please <br><br> Maya: How many pairs? <br><br> Randolph: 4 or 5 packs <br><br> Maya: I'll get you 5 <br><br> Randolph: Thanks darling <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Maya will buy 5 earplugs for Randolph at the pharmacy.;4;5;5;5;Any comments?
<br><br> Randolph: Honey <br><br> Randolph: Are you still in the pharmacy? <br><br> Maya: Yes <br><br> Randolph: Buy me some earplugs please <br><br> Maya: How many pairs? <br><br> Randolph: 4 or 5 packs <br><br> Maya: I'll get you 5 <br><br> Randolph: Thanks darling <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Maya will buy 5 earplugs for Randolph at the pharmacy.;4;5;5;5;Any comments?
<br><br> Randolph: Honey <br><br> Randolph: Are you still in the pharmacy? <br><br> Maya: Yes <br><br> Randolph: Buy me some earplugs please <br><br> Maya: How many pairs? <br><br> Randolph: 4 or 5 packs <br><br> Maya: I'll get you 5 <br><br> Randolph: Thanks darling <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Maya will buy 5 pairs of earplugs for Randolph at the pharmacy .;4;5;5;5;Any comments?
<br><br> Randolph: Honey <br><br> Randolph: Are you still in the pharmacy? <br><br> Maya: Yes <br><br> Randolph: Buy me some earplugs please <br><br> Maya: How many pairs? <br><br> Randolph: 4 or 5 packs <br><br> Maya: I'll get you 5 <br><br> Randolph: Thanks darling <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Maya will buy 5 pairs of earplugs for Randolph at the pharmacy.;4;5;5;5;Any comments?
<br><br> Randolph: Honey <br><br> Randolph: Are you still in the pharmacy? <br><br> Maya: Yes <br><br> Randolph: Buy me some earplugs please <br><br> Maya: How many pairs? <br><br> Randolph: 4 or 5 packs <br><br> Maya: I'll get you 5 <br><br> Randolph: Thanks darling <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Randolph will buy Maya 5 earplugs from the pharmacy.;4;4;5;5;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> hannah needs betty's number but amanda doesn't have it . she needs to contact larry .;5;5;5;5;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Amanda: Ask Larry Amanda: He called her last time we were at the park together Hannah: I don't know him well Hannah: <file_gif> Amanda: Don't be shy, he's very nice Hannah: If you say so.. Hannah: I'd rather you texted him Amanda: Just text him 🙂 Hannah: Urgh.. Alright Hannah: Bye Amanda: Bye bye Amanda: Lemme check Hannah: <file_gif> Amanda: Sorry, can't find it. Hannah: Hey, do you have Betty's number?;1;5;2;3;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Hannah: Hey, do you have Betty's number? Amanda: Lemme check Hannah: <file_gif> Amanda: Sorry, can't find it. Amanda: Ask Larry Amanda: He called her last time we were at the park together Hannah: I don't know him well Hannah: <file_gif> Amanda: Don't be shy, he's very nice Hannah: If you say so.. Hannah: I'd rather you texted him Amanda: Just text him 🙂 Hannah: Urgh.. Alright Hannah: Bye Amanda: Bye bye;1;5;2;3;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Amanda has Betty's number . Larry will check Larry Larry .;1;1;2;2;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Hannah doesn't have the park with Hannah. Hannah is looking for her number.;1;1;2;1;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Hannah wants Amanda to give her Betty's number to Larry. Larry called Betty last time they were at the park together.;3;3;4;5;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Amanda can't find Betty's number. Larry called her last time. Amanda will text Larry.;5;5;4;5;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Amanda can ' t find Betty ' s number . She ' ll ask Larry .;5;4;4;5;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Amanda can't find Betty's number. Amanda suggests to text him.;5;4;4;5;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Hannah can't find Betty's number. Amanda suggests asking Larry.;5;5;4;5;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Hannah and Amanda are looking for Betty's number. Larry called her last time they were at the park together. Amanda will text him.;5;4;5;5;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Amanda can't find Betty's number . Larry called her last time they were at the park . Amanda will text him .;5;4;5;5;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Hannah is looking for Betty's number. Amanda advises her to ask Larry, who called her last time they were at the park.;5;5;5;5;Any comments?
<br><br> Hannah: Hey, do you have Betty's number? <br><br> Amanda: Lemme check <br><br> Hannah: <file_gif> <br><br> Amanda: Sorry, can't find it. <br><br> Amanda: Ask Larry <br><br> Amanda: He called her last time we were at the park together <br><br> Hannah: I don't know him well <br><br> Hannah: <file_gif> <br><br> Amanda: Don't be shy, he's very nice <br><br> Hannah: If you say so.. <br><br> Hannah: I'd rather you texted him <br><br> Amanda: Just text him 🙂 <br><br> Hannah: Urgh.. Alright <br><br> Hannah: Bye <br><br> Amanda: Bye bye <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Amanda can't find Betty's number. She called her last time they were at the park together. Hannah would rather Amanda texted Larry.;5;5;4;5;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> louis finishes the conversation with fabian because his mother is calling .;5;5;5;5;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis: Gotta go, my mom's calling me Fabian: Ok, see ya Louis: See ya;3;5;4;4;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis: Gotta go, my mom's calling me Fabian: Ok, see ya Louis: See ya;3;5;4;4;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis and Louis will go to Louis mom's calling .;1;1;1;1;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis and his mom will see each other at Gian.;4;1;1;5;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis has to go because his mom is calling him.;4;5;5;5;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis is going to meet Fabian.;4;1;1;5;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis ' s mom is calling him .;4;5;3;5;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis has to go because his mom is calling him.;4;5;5;5;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis has to go because his mom is calling him.;4;5;5;5;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis has to go, because his mom's calling him.;4;5;5;5;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis and Fabian are going to see each other .;4;3;1;5;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis and Fabian are going to see each other. Louis's mom is calling him.;5;2;3;5;Any comments?
<br><br> Louis: Gotta go, my mom's calling me <br><br> Fabian: Ok, see ya <br><br> Louis: See ya <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Louis is going to go because his mom is calling him.;4;5;5;5;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> priscilla is upset with stu because his friend , alex , didn't provide her with the right software . she had to buy it online instead .;5;5;5;5;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Priscilla: That's what he did, maybe you should have checked Stu: Damn Priscilla: Yeah, damn Stu: I'll tell him Priscilla: No way, I just bought the software online Stu: Oh Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot Stu: Ok... damn :( That's what I gave you on that disc Priscilla: No, you silly boy, your IT friend is and idiot Stu: What did Alex do wrong? Priscilla: He just downloaded Open Office and some other programs and put them on a CD Stu: Whaaaaatttt?;1;5;2;3;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Priscilla: You're in a lot of trouble, Stuart Stu: OMG, what did I do this time? Priscilla: I told you I needed the Microsoft Office software for my new laptop Stu: Right, so? That's what I gave you on that disc Priscilla: No, you silly boy, your IT friend is and idiot Stu: What did Alex do wrong?;1;5;1;3;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Priscilla is in a lot of Stuart and Stu . Stu is in Alex . Stu will tell Stu in the foot .;1;1;1;1;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Pamilla has just bought a new CD. Stuartilla gave him an laptop for Priscilla. Stu is on the CD this website.;1;1;1;3;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Priscilla bought the Microsoft Office software for her new laptop online. Stu's IT friend Alex downloaded it and put it on a CD.;5;3;3;5;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Stu gave Priscilla the Microsoft Office software for her new laptop, but Alex put it on a CD.;5;2;3;5;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Priscilla bought MS Office software for her new laptop but Stu is not happy with it .;4;3;3;5;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Alex downloaded open office and some other programs and put them on a cd.;4;5;3;5;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Stu is in trouble because Alex downloaded Open Office and some other programs and put them on a CD. Priscilla bought the software online.;5;5;4;5;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Stu's IT friend Alex downloaded Open Office and some other programs and put them on a CD for Priscilla's new laptop. Stu didn't check. She bought the software online.;5;5;4;5;Any comments?
